GeneID	LOG_count	WT0_count	LOG_rpkm	WT0_rpkm	log2 Ratio(WT0/LOG)	Pvalue	FDR	significant
Unigene0006293	852	349	27.4102	11.1763	-1.294270203	6.74E-47	1.50E-45	yes
Unigene0006294	6	1	1.1542	0.1915	-2.591476939	0.125065622	0.223164129	no
Unigene0006295	311	158	14.1022	7.1315	-0.983642784	1.92E-12	1.48E-11	no
Unigene0006296	422	613	13.4519	19.4505	0.531997283	1.10E-08	6.49E-08	no
Unigene0006297	1325	1069	56.9244	45.7151	-0.316376404	4.52E-07	2.31E-06	no
Unigene0006298	157	262	8.852	14.7042	0.732152939	5.41E-07	2.74E-06	no
Unigene0006299	462	443	26.2884	25.0914	-0.067233368	0.515540442	0.674055698	no
Unigene0006300	24	17	4.6327	3.2664	-0.504151788	0.349384662	0.511164383	no
Unigene0006301	31	32	5.8419	6.0027	0.039173905	1	1	no
Unigene0006302	10	9	1.9644	1.7598	-0.158677251	1	1	no
Unigene0006303	480	470	21.6595	21.1107	-0.037025522	0.727335557	0.867427635	no
Unigene0006304	593	865	25.1652	36.5394	0.538022881	1.28E-11	9.37E-11	no
Unigene0006305	3007	3873	126.3545	161.9959	0.358480255	7.63E-19	7.96E-18	no
Unigene0006306	6	10	0.3598	0.5969	0.730294067	0.454681493	0.62434186	no
Unigene0006307	12	21	0.6366	1.1089	0.800670208	0.163102482	0.279666503	no
Unigene0006308	17	14	2.6179	2.146	-0.286759913	0.720309826	0.862648741	no
Unigene0006309	384	1206	15.076	47.1303	1.644401165	2.28E-91	9.18E-90	yes
Unigene0006310	0	3	0.001	0.438	8.77478706	0.250037498	0.39084956	no
Unigene0006312	6018	5332	124.278	109.6053	-0.181253368	9.49E-08	5.18E-07	no
Unigene0006313	38	24	3.5326	2.2209	-0.669585966	0.098473742	0.185433384	no
Unigene0006314	508	453	18.7275	16.6231	-0.17196887	0.077578721	0.150950972	no
Unigene0006315	41	108	2.8563	7.4892	1.390664103	4.27E-08	2.40E-07	yes
Unigene0006316	188	185	5.8551	5.7352	-0.029850014	0.918296245	1	no
Unigene0006317	230	185	14.4315	11.5546	-0.320753943	0.028856821	0.065353931	no
Unigene0006318	46	40	9.9893	8.6464	-0.208284005	0.590835349	0.748625999	no
Unigene0006319	2	0	0.2822	0.001	-8.140574178	0.500024999	0.660319045	no
Unigene0006320	6	4	0.7052	0.468	-0.591523945	0.753967752	0.888953546	no
Unigene0006321	115	145	3.6222	4.5461	0.327763212	0.073740751	0.14467673	no
Unigene0006322	13	62	1.6886	8.0161	2.247072887	8.91E-09	5.30E-08	yes
Unigene0006323	40	219	1.7373	9.4678	2.446182328	1.01E-30	1.56E-29	yes
Unigene0006324	1542	1415	58.9978	53.8899	-0.130646248	0.022578995	0.052509073	no
Unigene0006325	24	17	2.9388	2.0721	-0.50413355	0.349384662	0.511164383	no
Unigene0006326	182	651	18.5309	65.9788	1.832069588	9.05E-60	2.51E-58	yes
Unigene0006327	10	119	0.7732	9.1587	3.566229292	1.06E-24	1.38E-23	yes
Unigene0006328	1	7	0.2396	1.6697	2.800889099	0.070367189	0.13895621	no
Unigene0006329	384	392	11.1943	11.375	0.023102229	0.860226542	0.97531868	no
Unigene0006330	7	19	1.075	2.9044	1.433903498	0.029061761	0.065666129	no
Unigene0006331	8	20	1.4582	3.6287	1.315264181	0.035825563	0.078083094	no
Unigene0006332	45	83	7.107	13.0482	0.876538196	0.001033321	0.003297917	no
Unigene0006333	152	316	6.3013	13.0399	1.049211404	6.96E-14	5.84E-13	yes
Unigene0006334	596	1073	29.5305	52.9204	0.841618182	5.02E-29	7.38E-28	no
Unigene0006335	202	219	7.7393	8.352	0.109918628	0.440323307	0.613381882	no
Unigene0006336	0	1	0.001	0.1419	7.148730779	1	1	no
Unigene0006337	1937	1975	76.425	77.5662	0.021383478	0.682367066	0.83215611	no
Unigene0006338	38	30	8.839	6.9461	-0.347679979	0.396928837	0.564194049	no
Unigene0006339	24	25	1.5532	1.6105	0.052265048	1	1	no
Unigene0006340	9007	6743	340.6276	253.8354	-0.424302055	3.64E-43	7.56E-42	no
Unigene0006341	446	222	64.5685	31.9918	-1.013128345	5.16E-18	5.19E-17	yes
Unigene0006342	6	4	1.4194	0.9419	-0.591635407	0.753967752	0.888953546	no
Unigene0006343	16	16	2.0782	2.0687	-0.006610059	1	1	no
Unigene0006344	4	0	0.639	0.001	-9.319672121	0.125037499	0.223164129	no
Unigene0006345	7	8	1.3059	1.4856	0.186001294	1	1	no
Unigene0006348	0	2	0.001	0.4114	8.684397984	0.500024999	0.660319045	no
Unigene0006349	2	43	0.3261	6.978	4.419427251	6.14E-11	4.30E-10	yes
Unigene0006350	6	11	1.187	2.1662	0.867846515	0.332513547	0.491365512	no
Unigene0006351	5	16	0.9455	3.0115	1.671332896	0.026681361	0.060849418	no
Unigene0006352	19	10	1.3771	0.7215	-0.932562027	0.136329417	0.240576624	no
Unigene0006354	0	19	0.001	2.2807	11.15526097	3.85E-06	1.77E-05	yes
Unigene0006355	5	1	0.7657	0.1524	-2.328916354	0.218820305	0.35400966	no
Unigene0006358	3	2	0.6566	0.4357	-0.591679637	1	1	no
Unigene0006359	2	1	0.3929	0.1955	-1.00699356	1	1	no
Unigene0006360	22	39	1.3265	2.3407	0.819315365	0.039916847	0.085625344	no
Unigene0006361	12	4	2.5658	0.8513	-1.591669183	0.076929385	0.14982899	no
Unigene0006362	1	29	0.2074	5.988	4.851586422	5.88E-08	3.27E-07	yes
Unigene0006363	8	3	1.5605	0.5825	-1.421678402	0.22669138	0.364110533	no
Unigene0006364	44	36	6.8517	5.5802	-0.296145154	0.434962036	0.607101557	no
Unigene0006365	57	100	3.172	5.5392	0.804284859	0.000786111	0.00257937	no
Unigene0006366	3	4	0.5811	0.7712	0.408318597	1	1	no
Unigene0006367	24	59	1.9679	4.8155	1.291028692	0.000159369	0.000588073	yes
Unigene0006368	0	2	0.001	0.1632	7.350497247	0.500024999	0.660319045	no
Unigene0006369	21	5	4.1546	0.9846	-2.077099938	0.002509385	0.007424236	yes
Unigene0006371	0	1	0.001	0.2277	7.830990481	1	1	no
Unigene0006372	14	12	2.4322	2.0751	-0.229081004	0.845119625	0.962707045	no
Unigene0006373	13	1	2.0187	0.1546	-3.706814303	0.00183717	0.005596501	yes
Unigene0006374	5	10	0.8175	1.6276	0.99345555	0.301941037	0.454088793	no
Unigene0006375	2	12	0.2773	1.656	2.578183151	0.012969461	0.032163638	yes
Unigene0006376	14	0	3.3692	0.001	-11.71819036	0.000122627	0.000460435	yes
Unigene0006379	54	0	6.5119	0.001	-12.66886283	1.19E-16	1.14E-15	yes
Unigene0006382	0	6	0.001	1.4129	10.46444365	0.03127344	0.069386062	no
Unigene0006384	10	11	1.8974	2.0775	0.130824625	1	1	no
Unigene0006385	6	14	0.4138	0.9612	1.215903003	0.115499401	0.211521988	no
Unigene0006386	24	18	2.3615	1.763	-0.421671061	0.441280993	0.614104154	no
Unigene0006387	68	100	3.2283	4.7256	0.549722865	0.016968136	0.040750797	no
Unigene0006388	607	0	21.4934	0.001	-14.3916061	1.46E-179	1.16E-177	yes
Unigene0006389	1921	1451	50.398	37.8925	-0.411454156	2.32E-14	1.99E-13	no
Unigene0006390	749	775	21.9037	22.5598	0.042579686	0.604099941	0.762668627	no
Unigene0006391	632	565	26.8407	23.885	-0.16831742	0.056192039	0.115648137	no
Unigene0006392	499	688	8.5016	11.6678	0.456726275	1.47E-07	7.88E-07	no
Unigene0006393	25	56	2.0994	4.6811	1.156870515	0.000770539	0.002531881	yes
Unigene0006394	427	684	31.906	50.8744	0.673112123	9.24E-14	7.70E-13	no
Unigene0006395	1375	1379	23.7465	23.7061	-0.002456552	0.980850575	1	no
Unigene0006396	7	3	1.4049	0.5993	-1.229117165	0.343873016	0.504449375	no
Unigene0006397	1660	1382	47.0595	38.9984	-0.271071057	1.53E-06	7.39E-06	no
Unigene0006398	24	940	0.535	20.8568	5.284835124	1.11E-233	1.20E-231	yes
Unigene0006399	389	364	9.1556	8.5278	-0.102480831	0.352304115	0.514666359	no
Unigene0006400	2441	1686	57.7945	39.7352	-0.5405146	1.01E-27	1.43E-26	no
Unigene0006401	1691	1640	33.0545	31.9103	-0.05082452	0.354879392	0.517945315	no
Unigene0006402	630	451	51.4293	36.6476	-0.488871796	9.04E-08	4.94E-07	no
Unigene0006403	33	189	1.343	7.6565	2.511225742	1.65E-27	2.34E-26	yes
Unigene0006404	0	5	0.001	0.821	9.681238412	0.062531251	0.126174354	no
Unigene0006405	535	339	14.5296	9.1643	-0.664898394	5.70E-11	4.01E-10	no
Unigene0006406	63	36	6.3679	3.6221	-0.813991303	0.008797873	0.022870031	no
Unigene0006407	39	34	5.1499	4.469	-0.204592374	0.640584407	0.793429723	no
Unigene0006408	88	50	11.5109	6.5102	-0.822226867	0.001597835	0.004917989	no
Unigene0006409	19	10	3.7324	1.9554	-0.93263985	0.136329417	0.240576624	no
Unigene0006410	292	297	8.7651	8.8743	0.017862774	0.935275636	1	no
Unigene0006411	1079	1192	14.5206	15.9675	0.137037383	0.033656845	0.074157191	no
Unigene0006412	76	30	4.6685	1.8344	-1.347650823	9.60E-06	4.21E-05	yes
Unigene0006413	528	257	13.2519	6.4206	-1.045419194	6.25E-22	7.38E-21	yes
Unigene0006414	2499	2483	36.4635	36.0635	-0.015913629	0.737175117	0.876633164	no
Unigene0006415	147	1339	4.004	36.304	3.180614635	2.11E-225	2.20E-223	yes
Unigene0006416	5	17	0.8659	2.9306	1.758923739	0.016959285	0.040734537	yes
Unigene0006417	1604	1429	42.5838	37.7635	-0.173312213	0.002179672	0.006530175	no
Unigene0006418	7	8	1.2553	1.4281	0.186064815	1	1	no
Unigene0006419	286	395	9.1481	12.5766	0.459197911	6.27E-05	0.000246103	no
Unigene0006420	35	30	7.6304	6.5102	-0.229056823	0.620714432	0.777825136	no
Unigene0006421	181	190	22.5106	23.5214	0.063369421	0.680735421	0.830574435	no
Unigene0006422	53	930	1.9577	34.195	4.126553782	1.74E-199	1.56E-197	yes
Unigene0006423	15	26	3.3091	5.7094	0.786900251	0.117650096	0.215148719	no
Unigene0006424	6	15	0.8967	2.2313	1.315187195	0.078509136	0.15247618	no
Unigene0006425	20	30	3.063	4.5733	0.578290193	0.203203369	0.333834716	no
Unigene0006426	6	0	1.1582	0.001	-10.17766869	0.03127344	0.069386062	no
Unigene0006427	12	21	1.9621	3.4179	0.800711616	0.163102482	0.279666503	no
Unigene0006428	72	56	6.66	5.1562	-0.369213953	0.186085414	0.309912797	no
Unigene0006429	881	595	29.0321	19.5172	-0.572902837	3.24E-13	2.62E-12	no
Unigene0006430	0	2	0.001	0.3354	8.389738879	0.500024999	0.660319045	no
Unigene0006431	24	22	2.3825	2.174	-0.132124274	0.883130239	0.99497646	no
Unigene0006432	400	180	18.4387	8.2593	-1.158645524	5.01E-20	5.49E-19	yes
Unigene0006433	1746	2676	37.3182	56.9327	0.609378119	1.21E-36	2.15E-35	no
Unigene0006434	58	36	5.209	3.2183	-0.694707621	0.030149526	0.067806991	no
Unigene0006436	15	15	2.8172	2.8042	-0.00667274	1	1	no
Unigene0006437	251	249	24.3097	24.0051	-0.018191144	0.894592801	1	no
Unigene0006438	78	70	5.8048	5.1855	-0.162763257	0.566606709	0.725558293	no
Unigene0006439	6	6	1.2129	1.2074	-0.006556903	1	1	no
Unigene0006440	36	24	5.9741	3.9644	-0.591618852	0.15562061	0.26831825	no
Unigene0006441	23	25	4.3789	4.7378	0.113648795	0.885570734	0.997037436	no
Unigene0006442	1	1	0.2366	0.2355	-0.006723014	1	1	no
Unigene0006443	9	13	1.5348	2.2067	0.523839839	0.523698161	0.681875243	no
Unigene0006444	27	37	4.4277	6.0397	0.447919415	0.2611986	0.406204028	no
Unigene0006445	24	9	4.0309	1.5046	-1.421721997	0.013606508	0.033586053	yes
Unigene0006446	305	508	8.259	13.6928	0.729378473	4.78E-12	3.59E-11	no
Unigene0006447	529	592	32.822	36.562	0.155681839	0.081135818	0.156758211	no
Unigene0006448	382	202	11.1536	5.8708	-0.925880423	9.72E-14	8.08E-13	no
Unigene0006449	539	264	12.7183	6.2008	-1.036379582	4.86E-22	5.79E-21	yes
Unigene0006450	51	46	5.9314	5.3253	-0.155509865	0.68558177	0.832683124	no
Unigene0006451	34	46	7.0266	9.4628	0.42944036	0.219438646	0.354716863	no
Unigene0006452	4	42	0.2496	2.6085	3.385530594	5.28E-09	3.21E-08	yes
Unigene0006453	25	286	4.4833	51.0529	3.509359968	1.39E-56	3.65E-55	yes
Unigene0006454	130	102	12.5252	9.7823	-0.356588026	0.077763565	0.151295599	no
Unigene0006455	1899	2184	70.9478	81.2206	0.195087736	8.83E-05	0.000339941	no
Unigene0006456	780	625	13.3504	10.6483	-0.326259845	4.53E-05	0.000181416	no
Unigene0006457	740	749	8.7903	8.8563	0.01079169	0.920345835	1	no
Unigene0006458	1	0	0.2417	0.001	-7.917073663	1	1	no
Unigene0006459	994	1062	11.3655	12.0872	0.088818929	0.190951484	0.316334852	no
Unigene0006460	249	238	21.7993	20.7405	-0.071831135	0.591128722	0.748949244	no
Unigene0006461	182	379	6.9971	14.504	1.051621815	3.26E-16	3.04E-15	yes
Unigene0006462	439	521	28.4774	33.6413	0.240416023	0.012706983	0.031745969	no
Unigene0006463	0	1	0.001	0.2385	7.897845456	1	1	no
Unigene0006464	1944	1830	44.093	41.3166	-0.093828101	0.069191212	0.137215334	no
Unigene0006465	26	29	4.6476	5.1601	0.150913117	0.787992214	0.919217325	no
Unigene0006466	504	641	17.2105	21.7881	0.340251383	0.000115396	0.000436466	no
Unigene0006467	829	1032	23.4655	29.0773	0.309352111	1.11E-05	4.83E-05	no
Unigene0006468	447	583	11.0444	14.3385	0.376579062	5.19E-05	0.000206587	no
Unigene0006469	628	432	18.472	12.6485	-0.546373774	3.34E-09	2.06E-08	no
Unigene0006470	1	0	0.2106	0.001	-7.718361626	1	1	no
Unigene0006471	416	1156	11.0022	30.4328	1.467835043	1.64E-74	5.52E-73	yes
Unigene0006472	23	6	3.081	0.8001	-1.945146452	0.002332015	0.006941436	yes
Unigene0006473	373	238	11.0888	7.0429	-0.654861746	5.25E-08	2.93E-07	no
Unigene0006474	191	104	6.8637	3.7201	-0.883645094	5.56E-07	2.81E-06	no
Unigene0006475	174	71	11.1185	4.516	-1.299844776	4.84E-11	3.41E-10	yes
Unigene0006478	2774	2637	43.0284	40.7154	-0.079714619	0.073336223	0.143951872	no
Unigene0006479	236	288	7.2326	8.7856	0.280626451	0.034489465	0.075808277	no
Unigene0006480	5599	6958	107.4432	132.9084	0.306858109	1.13E-20	1.27E-19	no
Unigene0006481	12	33	1.3559	3.7116	1.452790458	0.002485965	0.007363849	yes
Unigene0006482	11	17	1.5365	2.3636	0.621338137	0.345268194	0.505879087	no
Unigene0006483	332	147	7.6394	3.367	-1.181995612	2.80E-17	2.74E-16	yes
Unigene0006484	1028	484	18.911	8.8627	-1.09340747	1.03E-42	2.11E-41	yes
Unigene0006485	53	17	3.6465	1.1643	-1.647049555	1.98E-05	8.33E-05	yes
Unigene0006486	151	62	5.9832	2.4454	-1.290846819	1.15E-09	7.31E-09	yes
Unigene0006487	401	565	9.446	13.2481	0.488010027	3.95E-07	2.04E-06	no
Unigene0006488	31	18	5.6877	3.2874	-0.790898362	0.085814879	0.164984738	no
Unigene0006489	55	61	6.0308	6.6579	0.14271781	0.643630054	0.796748356	no
Unigene0006490	45	37	5.751	4.7068	-0.289066286	0.440643501	0.613592702	no
Unigene0006491	272	228	12.6115	10.5228	-0.261221238	0.046723608	0.098374615	no
Unigene0006492	364	351	8.8598	8.5041	-0.05911557	0.606966938	0.764364652	no
Unigene0006493	1034	1514	28.1916	41.0889	0.543483349	5.31E-19	5.58E-18	no
Unigene0006494	661	435	14.6811	9.6171	-0.610286243	2.07E-11	1.49E-10	no
Unigene0006495	1314	775	30.0983	17.6705	-0.768339141	5.70E-30	8.61E-29	no
Unigene0006496	526	583	16.7191	18.4457	0.141787351	0.114435117	0.210462612	no
Unigene0006497	22	23	2.352	2.4476	0.057479744	1	1	no
Unigene0006498	22	11	3.4944	1.7392	-1.006620916	0.080391156	0.155618993	no
Unigene0006499	7	8	1.084	1.2331	0.185925045	1	1	no
Unigene0006500	129	99	8.5476	6.5296	-0.38852478	0.055925544	0.115129927	no
Unigene0006501	49	27	7.3822	4.0491	-0.86644955	0.015634619	0.037903988	no
Unigene0006502	1156	1194	20.664	21.2452	0.040017377	0.537667681	0.697789882	no
Unigene0006503	741	569	54.3458	41.5393	-0.387691639	3.12E-06	1.45E-05	no
Unigene0006504	540	467	25.0794	21.5893	-0.216186367	0.022832343	0.052962973	no
Unigene0006505	1103	981	32.8963	29.1232	-0.175756442	0.008680743	0.022609084	no
Unigene0006506	520	443	18.9189	16.0434	-0.237848291	0.014038408	0.034562805	no
Unigene0006507	181	126	38.701	26.8172	-0.529212232	0.002170968	0.006504598	no
Unigene0006508	466	515	10.9865	12.0859	0.137593054	0.151554412	0.262637517	no
Unigene0006509	1797	2640	83.3889	121.9448	0.548300977	4.21E-30	6.39E-29	no
Unigene0006510	139	152	6.4395	7.0094	0.122342282	0.484999879	0.657760505	no
Unigene0006512	5	4	0.5767	0.4592	-0.32869838	1	1	no
Unigene0006513	212	240	8.012	9.0285	0.172323896	0.244864839	0.387686157	no
Unigene0006514	3	2	0.4459	0.2959	-0.591610503	1	1	no
Unigene0006515	2	3	0.2973	0.4439	0.578315245	1	1	no
Unigene0006516	161	109	4.4707	3.0129	-0.569347949	0.001991877	0.006005235	no
Unigene0006517	7	11	1.2801	2.0023	0.64540163	0.480882571	0.65292296	no
Unigene0006518	126	129	17.3813	17.7134	0.027305167	0.900988535	1	no
Unigene0006519	55	20	11.2	4.054	-1.466080738	6.70E-05	0.000261658	yes
Unigene0006520	1056	525	24.7704	12.2582	-1.014870017	7.58E-39	1.42E-37	yes
Unigene0006521	11	5	1.6708	0.756	-1.144080909	0.210296764	0.343179166	no
Unigene0006522	11843	6341	218.8774	116.6531	-0.907898351	8.18E-204	7.59E-202	no
Unigene0006523	336	246	7.5962	5.536	-0.456433948	0.00019481	0.000709093	no
Unigene0006524	6	13	1.1998	2.5877	1.108876434	0.167270257	0.285450171	no
Unigene0006525	12	10	1.4694	1.2189	-0.269647409	0.831904334	0.951807084	no
Unigene0006526	1971	2505	51.8566	65.6031	0.339236371	1.37E-12	1.06E-11	no
Unigene0006527	394	433	10.5661	11.5586	0.129523697	0.21989615	0.355412384	no
Unigene0006528	83	64	6.8561	5.2624	-0.381667239	0.138820252	0.244432278	no
Unigene0006529	1	0	0.2288	0.001	-7.837943242	1	1	no
Unigene0006530	36	54	4.0349	6.0246	0.578332539	0.073191188	0.143738749	no
Unigene0006531	40	67	3.9427	6.5737	0.737521679	0.011820438	0.029760897	no
Unigene0006532	16	30	2.8148	5.2535	0.900246481	0.054350896	0.112153688	no
Unigene0006533	55	49	8.1973	7.2695	-0.17329266	0.625044348	0.778888258	no
Unigene0006534	13	30	1.7331	3.9811	1.19981221	0.013818144	0.034052631	yes
Unigene0006536	32	79	2.0308	4.9904	1.297107293	9.99E-06	4.38E-05	yes
Unigene0006538	66	92	9.555	13.2578	0.472513616	0.047232478	0.099303545	no
Unigene0006539	21	42	4.439	8.8371	0.993338301	0.01126751	0.028617208	no
Unigene0006540	1	0	0.2146	0.001	-7.745506266	1	1	no
Unigene0006541	2	6	0.3957	1.1816	1.578262761	0.28916092	0.43835434	no
Unigene0006542	1	2	0.1327	0.2641	0.992915931	1	1	no
Unigene0006543	2267	2331	44.5645	45.612	0.033518512	0.485857981	0.658718905	no
Unigene0006544	200	197	13.3476	13.0869	-0.028456963	0.920841398	1	no
Unigene0006545	93	98	7.0823	7.4288	0.06891123	0.773393265	0.906560631	no
Unigene0006546	624	505	23.3444	18.8057	-0.3119065	0.000505506	0.001713777	no
Unigene0006547	3	0	0.492	0.001	-8.942514505	0.250037498	0.39084956	no
Unigene0006549	0	1	0.001	0.1697	7.406842755	1	1	no
Unigene0006550	435	403	13.9623	12.8758	-0.116874543	0.264063311	0.409196227	no
Unigene0006551	115	113	6.7581	6.61	-0.031967427	0.947515036	1	no
Unigene0006553	247	260	7.227	7.5724	0.067353727	0.66100226	0.813034856	no
Unigene0006554	214	181	6.2092	5.2276	-0.248258647	0.11071972	0.204365082	no
Unigene0006555	514	446	14.8749	12.8477	-0.211369859	0.029544514	0.066630026	no
Unigene0006556	656	1058	14.9892	24.0636	0.682929105	2.29E-20	2.55E-19	no
Unigene0006557	539	555	12.9046	13.2266	0.03555683	0.701955084	0.845685556	no
Unigene0006558	3128	1950	51.3718	31.8781	-0.68841098	1.56E-51	3.77E-50	no
Unigene0006560	30	9	2.3067	0.6888	-1.743673337	0.001076625	0.003425235	yes
Unigene0006561	6355	13241	182.2967	378.0797	1.052401944	6.76E-282	9.29E-280	yes
Unigene0006562	22	15	3.7865	2.5698	-0.559208846	0.324457866	0.482667752	no
Unigene0006563	688	781	16.5862	18.7417	0.176268427	0.026648817	0.060849418	no
Unigene0006564	7	9	1.3419	1.7174	0.355948933	0.803697892	0.929257144	no
Unigene0006565	1043	1439	34.9296	47.9699	0.45767931	1.21E-13	9.97E-13	no
Unigene0006566	454	281	7.6412	4.7078	-0.69874619	2.39E-10	1.61E-09	no
Unigene0006567	4	14	0.4511	1.5714	1.800531274	0.030957355	0.069277079	no
Unigene0006568	47	630	1.817	24.2437	3.737979571	1.88E-127	1.06E-125	yes
Unigene0006569	3	21	0.4424	3.0824	2.8006308	0.000279321	0.000989924	yes
Unigene0006570	3	12	0.5771	2.2977	1.993297208	0.035222917	0.076962497	no
Unigene0006571	37	218	1.7446	10.232	2.552119969	4.77E-32	7.58E-31	yes
Unigene0006572	2	16	0.2438	1.9417	2.993550285	0.001318335	0.004128469	yes
Unigene0006573	0	17	0.001	2.4183	11.23977751	1.54E-05	6.55E-05	yes
Unigene0006574	0	12	0.001	1.9248	10.91049283	0.000489894	0.001664918	yes
Unigene0006575	1	23	0.14	3.2059	4.517230693	3.01E-06	1.41E-05	yes
Unigene0006576	342	365	11.8459	12.5844	0.087248621	0.459796161	0.629928946	no
Unigene0006577	2275	2599	59.8265	68.0327	0.185443682	6.11E-05	0.00024102	no
Unigene0006578	83	155	6.6487	12.3591	0.894429501	4.05E-06	1.86E-05	no
Unigene0006579	9	6	0.8582	0.5695	-0.591618059	0.607376167	0.764364652	no
Unigene0006580	467	529	10.9497	12.3464	0.173199094	0.068001331	0.135047179	no
Unigene0006582	37	121	3.4922	11.3681	1.70278306	1.55E-11	1.13E-10	yes
Unigene0006583	14	56	2.3513	9.3622	1.993388962	4.49E-07	2.30E-06	yes
Unigene0006584	30	26	5.0386	4.3467	-0.213102402	0.689294014	0.834205562	no
Unigene0006585	0	7	0.001	0.7017	9.454710552	0.01564141	0.037903988	yes
Unigene0006586	604	3515	9.9138	57.4284	2.534254308	0	0	yes
Unigene0006588	177	127	23.3173	16.6536	-0.485566665	0.005196134	0.014306178	no
Unigene0006589	3	6	0.6892	1.372	0.993285875	0.50791091	0.665747767	no
Unigene0006590	1474	958	15.692	10.1518	-0.628293688	6.64E-24	8.42E-23	no
Unigene0006591	1051	1077	22.2159	22.6609	0.028612572	0.678753558	0.828646998	no
Unigene0006592	3573	2637	81.34	59.7559	-0.444883826	3.57E-26	4.85E-25	no
Unigene0006593	615	379	10.5069	6.4452	-0.705040041	1.66E-13	1.36E-12	no
Unigene0006594	10	6	1.8845	1.1255	-0.743615738	0.454681493	0.62434186	no
Unigene0006595	49	66	6.2051	8.3195	0.423042365	0.136472082	0.240763269	no
Unigene0006596	560	730	8.8142	11.4372	0.375832364	7.20E-06	3.21E-05	no
Unigene0006597	897	1424	18.4554	29.1636	0.660125812	8.02E-25	1.05E-23	no
Unigene0006598	542	400	24.0089	17.6373	-0.444939583	5.07E-06	2.30E-05	no
Unigene0006599	11	0	2.24	0.001	-11.12928302	0.00097925	0.003137496	yes
Unigene0006600	32	2	6.0715	0.3777	-4.006740298	7.09E-08	3.90E-07	yes
Unigene0006601	858	661	38.1283	29.2389	-0.382973172	7.25E-07	3.63E-06	no
Unigene0006602	45006	22693	1437.1054	721.2893	-0.994515948	0	0	no
Unigene0006603	258	209	6.5165	5.2546	-0.310516359	0.022079897	0.051550483	no
Unigene0006604	24	64	3.7904	10.0613	1.408394716	2.47E-05	0.000102644	yes
Unigene0006605	657	549	17.0436	14.1764	-0.265738882	0.002287396	0.006823149	no
Unigene0006606	1	0	0.2346	0.001	-7.874059203	1	1	no
Unigene0006607	83	101	10.2766	12.4478	0.276527756	0.212086567	0.345629419	no
Unigene0006608	43	58	10.2596	13.7749	0.425067361	0.164340779	0.281580125	no
Unigene0006609	213	216	18.2173	18.3889	0.01352603	0.923899889	1	no
Unigene0006610	0	9	0.001	1.452	10.50382574	0.003913285	0.01109085	yes
Unigene0006611	13	23	1.7373	3.0595	0.816448997	0.132846084	0.23566185	no
Unigene0006612	1	0	0.2215	0.001	-7.791162889	1	1	no
Unigene0006615	20	33	4.5382	7.4536	0.715817208	0.098815395	0.185951528	no
Unigene0006616	21	13	3.3547	2.0672	-0.698505781	0.229877771	0.36781007	no
