OTU_num	s1.1	s1.2	s1.3	s1.4	s1.5	s1.6	s1.7	s1.8	s2.1	s2.2	s2.3	s2.4	s2.5	s2.6	s2.7	s2.8	s3.1	s3.2	s3.3	s3.4	s3.5	s3.6	s3.7	s3.8	s4.1	s4.2	s4.3	s4.4	s4.5	s4.6	s4.7	s4.8	s5.1	s5.2	s5.3	s5.4	s5.5	s5.6	s5.7	s5.8
OTU_2	0.609009775	0.629515512	0.70558861	0.673820654	0.682320442	0.575329367	0.690926477	0.704844879	0.679026774	0.662558436	0.7479813	0.742881428	0.805886103	0.68880153	0.560135997	0.63079048	0.561517212	0.6579898	0.523480663	0.681895453	0.606991075	0.730981725	0.387271568	0.636740331	0.503399915	0.474713132	0.723438164	0.477475563	0.689120272	0.633871653	0.777730557	0.504993625	0.54441139	0.528899278	0.728219295	0.710369741	0.723544411	0.519337017	0.536867828	0.708669783
OTU_3	0.039842754	0.055779856	0.026030599	0.035274118	0.028155546	0.041542711	0.027411815	0.035805355	0.027730557	0.037717807	0.008712282	0.009881003	0.024436889	0.042073948	0.041330217	0.04281768	0.045367616	0.01158096	0.017955801	0.016043349	0.023693158	0.013493413	0.039949001	0.01519337	0.01359966	0.012430939	0.000212495	0.005524862	0.003399915	0.001381215	0.000531237	0.002124947	0.001699958	0.001912452	0.001062473	0.000743731	0.000956226	0.003931152	0.007331067	0.00839354
OTU_4	0.037292818	0.122821929	0.022949426	0.047705057	0.0219932	0.031342966	0.028474288	0.03399915	0.039842754	0.093497663	0.02560561	0.036867828	0.021355716	0.088079048	0.094028899	0.091053974	0.050361241	0.022099448	0.052061198	0.024755631	0.027624309	0.020718232	0.05078623	0.024649384	0.060029749	0.058542286	0.000531237	0.006162346	0.004143646	0.0020187	0.002443689	0.001806205	0.002868678	0.005949851	0.003399915	0.0020187	0.000743731	0.016680833	0.022630684	0.033361666
OTU_5	0.002549936	0.001487463	0.001806205	0.001168721	0.001699958	0.001487463	0.004674883	0.001274968	0.002762431	0.002974926	0.007649809	0.000637484	0.001487463	0.005631109	0.002443689	0.003081173	0.002974926	0.000743731	0.002656184	0.002124947	0.001381215	0.000849979	0.002762431	0.001912452	0.003931152	0.007224819	0.000212495	0.003293668	0.001912452	0.001912452	0.000318742	0.001062473	0.001487463	0.00159371	0.001168721	0.000849979	0.000531237	0.002868678	0.009456014	0.004993625
OTU_7	0.001168721	0.000637484	0.001274968	0.001381215	0.00159371	0.001806205	0.001274968	0.001274968	0.000849979	0.000956226	0.001487463	0.000637484	0.000637484	0.000743731	0.001274968	0.000956226	0.002443689	0.002549936	0.003293668	0.001062473	0.002337442	0.001699958	0.002762431	0.002231194	0.004462388	0.00361241	0.002656184	0.002231194	0.003506162	0.003931152	0.001381215	0.002974926	0.006162346	0.005631109	0.001912452	0.003081173	0.002974926	0.003081173	0.004356141	0.002124947
OTU_8	0.000106247	0.000212495	0.000318742	0.000318742	0.000106247	0	0	0.000318742	0.000106247	0	0.000106247	0.000106247	0	0.000106247	0	0	0.000212495	0	0.000106247	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0.000106247	0.000106247	0.000106247	0.000106247	0.000106247	0	0.000106247	0	0
OTU_9	0.000637484	0.000212495	0.000424989	0.000531237	0	0.000318742	0.000106247	0.000318742	0.000743731	0.000424989	0.001806205	0.000849979	0	0.000106247	0.000318742	0.000212495	0.003399915	0.003399915	0.007756056	0.003718657	0.004674883	0.006268593	0.007437314	0.006268593	0.006587335	0.011368466	0.004037399	0.005631109	0.007012325	0.007649809	0.002337442	0.009562261	0.007437314	0.006374841	0.002124947	0.002868678	0.003293668	0.001699958	0.005843604	0.002868678
OTU_10	0.000106247	0.000106247	0.000318742	0.000106247	0.000106247	0.000318742	0	0	0	0.000106247	0	0.000212495	0.000106247	0	0	0	0.000106247	0	0.000212495	0.000212495	0	0.000106247	0	0	0	0.000212495	0	0	0.000318742	0.000106247	0	0.000106247	0.000106247	0.000106247	0.000106247	0	0.000106247	0	0.000106247	0
OTU_11	0.033361666	0.012855929	0.014768381	0.016893328	0.014130897	0.018168296	0.013174671	0.017849554	0.014449639	0.007331067	0.012324692	0.01041224	0.006056099	0.00839354	0.010730982	0.007968551	0.02518062	0.028474288	0.032617935	0.022524437	0.022843179	0.017424564	0.036974076	0.031236719	0.030174246	0.039736507	0.019230769	0.042605185	0.021780705	0.022099448	0.016149596	0.026349341	0.027305567	0.028049299	0.013068423	0.01880578	0.01519337	0.02358691	0.030917977	0.021886953
OTU_12	0.000956226	0.000424989	0.001062473	0.000743731	0.001062473	0.001062473	0.001168721	0.000637484	0.000849979	0.000424989	0.000637484	0.000743731	0.000424989	0.000318742	0.000637484	0.000212495	0.000637484	0.000318742	0.000743731	0.000849979	0.000849979	0.000637484	0.001274968	0.000849979	0.000531237	0.001168721	0.000318742	0.000318742	0.001168721	0.001168721	0.000424989	0.001381215	0.001062473	0.000743731	0.000318742	0.000424989	0.000424989	0.000849979	0.000849979	0.000531237
OTU_13	0.000743731	0.002337442	0.001168721	0.001806205	0.000956226	0.001062473	0.0020187	0.00159371	0.001806205	0.000849979	0.000956226	0.001274968	0.001381215	0.000637484	0.001168721	0.003718657	0.001912452	0.000956226	0.0020187	0.000743731	0.000531237	0.001274968	0.000637484	0.000106247	0.00318742	0.00318742	0.000106247	0.000531237	0.000212495	0.001062473	0	0.000318742	0.001487463	0.000531237	0.000212495	0.000212495	0.000212495	0.00159371	0.000531237	0.000318742
OTU_14	0.005631109	0.002762431	0.004037399	0.006056099	0.005312367	0.00679983	0.003718657	0.003718657	0.004674883	0.002656184	0.003506162	0.003718657	0.002868678	0.003506162	0.004674883	0.002549936	0.003824904	0.004249894	0.005418615	0.004249894	0.004993625	0.003081173	0.006268593	0.003718657	0.005418615	0.004462388	0.002868678	0.006906077	0.004249894	0.004887378	0.002549936	0.00679983	0.006268593	0.008606035	0.002124947	0.004143646	0.00361241	0.004568636	0.006056099	0.002337442
OTU_15	0.000212495	0.000106247	0	0	0.000106247	0.000106247	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0.000106247	0.000212495	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0
OTU_16	0.002656184	0.001274968	0.001274968	0.001381215	0.00159371	0.001381215	0.001274968	0.002124947	0.000637484	0.000531237	0.000318742	0.001062473	0.000637484	0.000637484	0.001062473	0.000956226	0.000531237	0.000424989	0.001168721	0.000956226	0.000637484	0.000743731	0.001274968	0.000743731	0.000424989	0.000956226	0	0.000849979	0.001062473	0.000318742	0.000743731	0.000637484	0.001062473	0.001168721	0.000637484	0.001381215	0.000849979	0.0020187	0.002124947	0.000849979
OTU_17	0.000531237	0.000212495	0.000531237	0.000637484	0.000318742	0.000318742	0.000318742	0.000318742	0.000318742	0.000424989	0.000212495	0.000743731	0.000106247	0.000106247	0.000743731	0.000318742	0.000106247	0.000106247	0.000318742	0.000212495	0.000106247	0.000743731	0.000318742	0.000212495	0.000106247	0.000212495	0	0	0.000212495	0.000106247	0.000106247	0.000106247	0.000424989	0.000212495	0.000106247	0	0.000318742	0.000849979	0.000106247	0.000106247
OTU_18	0.004143646	0.001381215	0.002443689	0.001912452	0.002124947	0.003506162	0.002868678	0.00318742	0.003081173	0.001912452	0.003293668	0.002443689	0.001274968	0.001806205	0.003399915	0.002656184	0.006056099	0.007012325	0.007437314	0.005631109	0.007012325	0.004674883	0.008499788	0.00679983	0.010624734	0.007968551	0.006693583	0.006906077	0.008181045	0.007862303	0.004993625	0.009243519	0.008606035	0.007649809	0.003293668	0.005099873	0.00520612	0.006268593	0.008287293	0.00679983
OTU_19	0.003506162	0.00159371	0.002549936	0.001912452	0.002337442	0.001381215	0.002231194	0.003081173	0.000743731	0.002443689	0.002231194	0.002656184	0.001062473	0.001806205	0.000637484	0.001912452	0.002124947	0.002231194	0.001381215	0.000424989	0.000637484	0.001062473	0.001062473	0.000849979	0.000956226	0.001487463	0.000424989	0.001381215	0.001168721	0.000743731	0.000212495	0.000637484	0.00159371	0.002974926	0.000849979	0.001381215	0.001168721	0.001487463	0.000637484	0
OTU_20	0.000637484	0.000531237	0.000424989	0.000212495	0.000743731	0.000531237	0	0.000106247	0.000318742	0.000531237	0.000106247	0.000106247	0.000106247	0.000424989	0.000318742	0.000212495	0.000318742	0.000318742	0.000956226	0.000849979	0.000849979	0.001062473	0.001168721	0.001274968	0.000956226	0.000531237	0.000424989	0.000531237	0.000531237	0.001274968	0.000318742	0.000637484	0.00159371	0.000743731	0.000106247	0.000318742	0.000531237	0.000849979	0.000637484	0.000424989
OTU_21	0	0	0.000106247	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0.000106247	0	0
OTU_22	0.000318742	0.000106247	0.000106247	0.000318742	0.000106247	0.000424989	0.000212495	0.000212495	0.000106247	0.000212495	0.000106247	0.000106247	0.000106247	0	0.000318742	0	0.000106247	0.000212495	0.000212495	0.000106247	0.000212495	0.000212495	0.000318742	0	0.000106247	0	0.000212495	0.000106247	0.000106247	0.000106247	0	0.000106247	0.000212495	0.000212495	0.000318742	0	0.000424989	0.000318742	0.000318742	0.000424989
OTU_23	0.000318742	0	0.000637484	0.000531237	0.000212495	0.000212495	0	0.000424989	0	0	0.000106247	0.000212495	0.000106247	0.000106247	0	0.000318742	0.000212495	0.000106247	0	0	0.000212495	0	0	0.000212495	0.000106247	0.000106247	0	0.000318742	0	0	0	0.000106247	0	0	0	0.000106247	0	0	0.000212495	0
OTU_24	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0
OTU_25	0.000318742	0.000106247	0.000212495	0.000212495	0.000318742	0.000106247	0.000106247	0.000106247	0	0	0	0.000212495	0.000106247	0	0	0	0	0.000106247	0.000106247	0	0.000424989	0.000531237	0.000318742	0	0.000318742	0.000318742	0.000106247	0	0.000106247	0.000212495	0.000318742	0.000106247	0.000531237	0.000424989	0	0.000212495	0.000212495	0.000106247	0.000318742	0.000106247
OTU_26	0.002231194	0.001381215	0.001062473	0.001274968	0.001487463	0.001487463	0.000849979	0.000743731	0.001062473	0.000424989	0.00159371	0.001168721	0.000531237	0.001274968	0.001699958	0.001062473	0.00318742	0.00159371	0.004993625	0.002974926	0.003081173	0.002124947	0.006481088	0.002656184	0.002868678	0.004249894	0.002337442	0.003081173	0.002974926	0.003931152	0.002762431	0.004568636	0.003931152	0.005843604	0.00159371	0.0020187	0.002124947	0.001806205	0.002549936	0.001274968
OTU_27	0	0.000106247	0	0.000106247	0.000106247	0	0	0	0.000318742	0	0.000318742	0.000106247	0	0	0.000318742	0.000106247	0.000318742	0.000318742	0	0	0	0	0.000212495	0	0.000106247	0	0	0	0	0	0	0	0.000637484	0.000318742	0	0	0.000106247	0.000424989	0.000106247	0.000106247
OTU_28	0.0020187	0.000318742	0.000637484	0.000637484	0.000212495	0.000212495	0.000424989	0.000424989	0.000318742	0.000743731	0.000318742	0.000318742	0.000212495	0.000318742	0.000106247	0.000106247	0.001168721	0.000212495	0.000318742	0.000424989	0	0.000212495	0.001062473	0.000956226	0	0	0	0.000212495	0.000212495	0.000106247	0.000318742	0.000106247	0.000849979	0.000743731	0.000424989	0.000531237	0.000637484	0.002124947	0.000637484	0.001274968
OTU_29	0	0.000106247	0	0	0	0	0.000212495	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000318742	0	0	0.000106247	0.000106247	0.000318742	0	0	0	0	0.000106247	0
OTU_30	0	0.000106247	0.000106247	0	0	0	0	0	0.000106247	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0
OTU_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0
OTU_32	0.000106247	0.000106247	0.000106247	0.000106247	0.000424989	0.000212495	0.000106247	0.000212495	0.000106247	0	0.000212495	0	0.000424989	0.000106247	0.000106247	0.000106247	0.000106247	0.000106247	0	0.000106247	0	0.000106247	0.000424989	0	0.000106247	0	0.000106247	0.000106247	0.000212495	0.000318742	0	0.000106247	0.000424989	0.000212495	0	0.000106247	0.000212495	0.000212495	0.000212495	0.000106247
OTU_33	0.001168721	0.000637484	0.000849979	0.000637484	0.001062473	0.001274968	0.001168721	0.000637484	0.000424989	0.000637484	0.000318742	0.000956226	0.000637484	0.000743731	0.001381215	0.000531237	0.001168721	0.000531237	0.000637484	0.000956226	0.000106247	0.000318742	0.001806205	0.000637484	0.000424989	0.001062473	0.000531237	0.000424989	0.000849979	0.000637484	0.000318742	0.000849979	0.000318742	0.000637484	0	0.000212495	0.000106247	0.000318742	0.000212495	0
OTU_34	0.000743731	0.000424989	0.002124947	0.000849979	0.000637484	0.000743731	0.000106247	0.000318742	0.001062473	0.000637484	0.000637484	0.000318742	0.000849979	0	0.000212495	0.000106247	0.001168721	0.000956226	0.001062473	0.000743731	0.000743731	0.001381215	0.001062473	0.000424989	0.000424989	0.000212495	0.000637484	0.002124947	0.000424989	0.000849979	0.000318742	0.000531237	0.000424989	0.00159371	0.000212495	0.000424989	0.000743731	0.00159371	0.000318742	0
OTU_35	0.000318742	0.000106247	0.000318742	0.000318742	0.000318742	0.000318742	0.000212495	0.000106247	0.000318742	0	0.000106247	0.000106247	0.000212495	0.000212495	0.000212495	0.000106247	0.000424989	0.000212495	0.000212495	0.000212495	0.000212495	0.000106247	0.000531237	0	0.000212495	0.000424989	0	0	0	0.000637484	0	0.000212495	0.000106247	0.000106247	0	0.000212495	0.000106247	0.000106247	0.000106247	0
OTU_36	0.000106247	0.000106247	0.000424989	0.000212495	0.000106247	0.000106247	0.000212495	0	0.000318742	0.000106247	0.000318742	0.000212495	0.000212495	0	0.000424989	0.000212495	0.000318742	0.000212495	0.000106247	0	0	0.000212495	0.000212495	0.000212495	0.000106247	0.000212495	0	0	0.000212495	0.000424989	0.000212495	0.000106247	0.000318742	0.000318742	0	0.000106247	0.000212495	0.000424989	0.000106247	0.000212495
OTU_37	0	0.000106247	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0.000106247	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0.000106247	0	0.000106247	0
OTU_38	0	0	0	0	0	0	0	0.000106247	0	0	0.000106247	0	0	0.000106247	0	0	0.000106247	0	0.000106247	0.000212495	0	0	0	0.000106247	0	0	0	0	0	0.000212495	0	0	0	0.000106247	0	0	0	0.000318742	0.000212495	0
OTU_39	0.003293668	0.002231194	0.004568636	0.004356141	0.005949851	0.007012325	0.00478113	0.004249894	0.007331067	0.004037399	0.00159371	0.004037399	0.003399915	0.004993625	0.00839354	0.00520612	0.003293668	0.002974926	0.003824904	0.003293668	0.004249894	0.0020187	0.005312367	0.002868678	0.002762431	0.0020187	0.001168721	0.002868678	0.001487463	0.0020187	0.001062473	0.002231194	0.003293668	0.003718657	0.002231194	0.002337442	0.002656184	0.01678708	0.004568636	0.001274968
OTU_40	0.001381215	0.001487463	0.001062473	0.001274968	0.001274968	0.001699958	0.001274968	0.001381215	0.001381215	0.000849979	0.000637484	0.000637484	0.000637484	0.000424989	0.001062473	0.000531237	0.002656184	0.002337442	0.004143646	0.001381215	0.002656184	0.001274968	0.003293668	0.002762431	0.002868678	0.003081173	0.001699958	0.00361241	0.001912452	0.002124947	0.001912452	0.002443689	0.002124947	0.003081173	0.001806205	0.001487463	0.001381215	0.004143646	0.003293668	0.002337442
OTU_41	0.005737357	0.002231194	0.006481088	0.005631109	0.007862303	0.014449639	0.007756056	0.007756056	0.009668508	0.005631109	0.002868678	0.004249894	0.004037399	0.004568636	0.009668508	0.00679983	0.003931152	0.00520612	0.007224819	0.003718657	0.007224819	0.003931152	0.012537187	0.005312367	0.008499788	0.006906077	0.004143646	0.009562261	0.009349766	0.006056099	0.004887378	0.00679983	0.009668508	0.008074798	0.002974926	0.005524862	0.004887378	0.010518487	0.010093498	0.004143646
OTU_42	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0
OTU_43	0.000424989	0.000106247	0.000106247	0.000212495	0.000106247	0.000424989	0	0.000106247	0.000318742	0.000106247	0.000106247	0.000106247	0.000318742	0.000212495	0.000318742	0.000318742	0.000106247	0.000212495	0.000212495	0	0.000106247	0.000212495	0.000531237	0.000212495	0	0.000212495	0	0	0	0.000106247	0	0	0.000531237	0.000531237	0.000212495	0.000424989	0.000212495	0.000106247	0	0
OTU_44	0.000849979	0.000849979	0.001062473	0.001168721	0.000849979	0.001487463	0.000849979	0.000743731	0.000637484	0.000743731	0.001168721	0.000637484	0.000424989	0.000637484	0.001699958	0.001274968	0.001912452	0.002124947	0.001062473	0.000424989	0.000531237	0.000637484	0.001381215	0.000743731	0.000849979	0.000637484	0.000531237	0.000531237	0.000849979	0.000743731	0.000212495	0.000531237	0.003293668	0.003718657	0.000637484	0.001168721	0.001168721	0.001912452	0.001912452	0.001274968
OTU_45	0.001062473	0.000531237	0.001381215	0.000743731	0.000637484	0.000849979	0.000743731	0.000637484	0.000849979	0.000531237	0.000531237	0.000956226	0.000531237	0.000956226	0.000743731	0.000318742	0.000531237	0.001168721	0.000531237	0.000637484	0.000212495	0.000531237	0.000531237	0.000743731	0.000424989	0.000424989	0.000531237	0.000318742	0.000743731	0.001381215	0.000424989	0.000637484	0.0020187	0.002762431	0.000743731	0.000743731	0.001274968	0.001274968	0.001062473	0.000743731
OTU_46	0.000212495	0.000106247	0.000212495	0.000424989	0.000106247	0.000424989	0.000424989	0.000318742	0.000106247	0.000212495	0.000424989	0.000637484	0.000106247	0.000318742	0.000318742	0.000212495	0.000424989	0.000106247	0.000637484	0.000637484	0.000318742	0.000531237	0.001487463	0.000531237	0.000531237	0.001062473	0.000318742	0.000637484	0.000318742	0.000531237	0.000318742	0.000424989	0.000424989	0.000212495	0.000424989	0.000637484	0.000424989	0.000531237	0.000849979	0.000424989
OTU_47	0.000212495	0.000106247	0	0.000318742	0.000212495	0.000318742	0	0.000212495	0.000106247	0	0	0	0	0.000212495	0	0.000318742	0.000318742	0.000106247	0	0	0	0	0.000318742	0	0	0	0	0	0	0	0	0	0.000212495	0.000106247	0.000106247	0	0.000212495	0.000106247	0.000212495	0.000106247
OTU_48	0	0	0.000212495	0	0	0.000106247	0	0	0	0	0	0	0	0	0.000106247	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0.000212495	0.000106247	0	0	0
OTU_49	0	0	0	0	0	0	0.000106247	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0.000106247	0	0	0	0
OTU_51	0.005631109	0.002974926	0.001699958	0.002443689	0.00478113	0.004674883	0.003293668	0.002443689	0.003824904	0.001912452	0.002762431	0.002337442	0.001806205	0.002549936	0.002762431	0.002443689	0.003081173	0.003824904	0.005524862	0.003081173	0.00318742	0.001487463	0.00520612	0.003399915	0.002868678	0.005737357	0.002337442	0.009881003	0.002868678	0.002549936	0.001806205	0.002443689	0.004568636	0.005949851	0.005631109	0.002974926	0.003506162	0.008606035	0.006374841	0.006374841
OTU_52	0.000212495	0.000106247	0.000318742	0.000318742	0.000212495	0.000212495	0.000106247	0.000212495	0.000637484	0.000318742	0.001381215	0.000212495	0.000106247	0	0.000318742	0.000212495	0.002549936	0.003506162	0.004568636	0.003081173	0.003931152	0.00361241	0.006162346	0.002231194	0.003399915	0.005099873	0.004462388	0.005843604	0.00478113	0.004887378	0.002231194	0.007118572	0.008499788	0.004887378	0.002124947	0.002443689	0.003506162	0.003506162	0.007649809	0.003718657
OTU_53	0.001168721	0.000531237	0.000956226	0.000743731	0.000956226	0.000956226	0.000956226	0.000637484	0.000531237	0.000849979	0.000637484	0.00159371	0.000318742	0.000956226	0.001168721	0.000743731	0.001912452	0.0020187	0.000424989	0.000531237	0.000637484	0.000637484	0.001274968	0.000637484	0.001699958	0.002337442	0.001274968	0.000318742	0.001168721	0.001699958	0.000212495	0.001487463	0.002443689	0.001806205	0.000637484	0.000531237	0.000956226	0.001168721	0.001381215	0.000531237
OTU_54	0.001806205	0.002337442	0.002337442	0.002337442	0.002656184	0.004037399	0.002762431	0.001699958	0.002868678	0.0020187	0.000956226	0.001699958	0.001487463	0.002124947	0.005099873	0.002868678	0.001168721	0.001912452	0.002337442	0.002124947	0.002443689	0.000956226	0.002549936	0.002124947	0.001274968	0.001699958	0.000849979	0.001487463	0.001699958	0.001274968	0.000531237	0.00159371	0.001912452	0.002868678	0.001274968	0.001487463	0.001274968	0.004887378	0.002231194	0.000956226
OTU_55	0.003506162	0.002868678	0.005524862	0.003718657	0.007756056	0.015937102	0.006693583	0.005418615	0.008606035	0.003824904	0.002443689	0.004993625	0.004249894	0.003824904	0.012218445	0.006587335	0.006374841	0.007012325	0.006481088	0.00318742	0.005099873	0.002549936	0.008287293	0.006693583	0.005843604	0.005631109	0.003293668	0.006693583	0.006268593	0.003931152	0.002656184	0.004462388	0.010943476	0.005843604	0.003824904	0.005099873	0.004993625	0.028049299	0.012112197	0.004356141
OTU_56	0.000637484	0.000743731	0.000424989	0	0.000424989	0.000212495	0.000318742	0.000531237	0	0	0.000106247	0.000318742	0	0	0	0	0.000531237	0.000637484	0.000743731	0.000106247	0.000424989	0.000212495	0.000849979	0.000318742	0.000424989	0.001062473	0.000212495	0	0.000106247	0.000212495	0.000212495	0.000212495	0.000531237	0.000212495	0.000849979	0.000531237	0.000531237	0.000637484	0.000318742	0.000106247
OTU_58	0.002443689	0.000956226	0.00159371	0.001487463	0.001381215	0.000743731	0.000849979	0.001274968	0.000743731	0.000743731	0.001062473	0.000637484	0.000743731	0.000531237	0.000849979	0.000849979	0.000956226	0.002231194	0.002124947	0.000849979	0.001699958	0.001381215	0.003718657	0.001168721	0.002124947	0.001806205	0.001487463	0.001274968	0.001274968	0.000743731	0.001274968	0.002656184	0.002762431	0.001274968	0.000531237	0.001168721	0.000743731	0.0020187	0.001487463	0.000637484
OTU_59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_60	0.000318742	0.000106247	0.000424989	0.000318742	0.000424989	0.000743731	0.000637484	0.000106247	0.000424989	0.000318742	0.000318742	0.000212495	0.000318742	0.000106247	0.000212495	0.000318742	0.000424989	0.000424989	0.001274968	0.000743731	0.001062473	0.000531237	0.001381215	0.001274968	0.001806205	0.001381215	0.000637484	0.000637484	0.000956226	0.000956226	0.000424989	0.001168721	0.001487463	0.001274968	0.000531237	0.000849979	0.000424989	0.001168721	0.001487463	0.000743731
OTU_61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0
OTU_62	0.000212495	0.000318742	0.000318742	0.000212495	0.000106247	0.000531237	0.000212495	0.000212495	0.000106247	0.000318742	0.000318742	0.000106247	0.000212495	0.000424989	0	0	0.000743731	0.000424989	0.000212495	0.000106247	0.000424989	0.000106247	0.000637484	0.000106247	0.000424989	0.000318742	0.000318742	0.000318742	0.000531237	0.000424989	0.000106247	0.000424989	0.000424989	0.000531237	0.000106247	0.000106247	0.000212495	0.000318742	0.000318742	0.000106247
OTU_63	0	0	0	0	0	0	0	0.000106247	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0.000106247	0
OTU_64	0.001487463	0.000849979	0.000849979	0.000637484	0.001806205	0.001806205	0.000956226	0.001168721	0.001274968	0.000849979	0.000956226	0.00159371	0.000743731	0.000637484	0.00159371	0.000849979	0.002656184	0.001699958	0.002231194	0.001699958	0.002443689	0.000637484	0.005418615	0.002762431	0.001381215	0.001274968	0.00318742	0.001381215	0.001381215	0.004887378	0.002231194	0.004462388	0.001381215	0.00159371	0.000849979	0.000743731	0.002549936	0.001062473	0.001274968	0.000637484
OTU_65	0.003931152	0.002443689	0.0020187	0.00159371	0.002124947	0.002231194	0.001381215	0.0020187	0.001274968	0.001381215	0.002868678	0.0020187	0.000956226	0.00159371	0.001381215	0.00159371	0.000849979	0.000531237	0.000637484	0.000531237	0.000531237	0.000637484	0.000637484	0	0.000743731	0.000212495	0.000318742	0.000531237	0.000743731	0.000637484	0.000637484	0.000318742	0.000956226	0.000849979	0	0.000212495	0	0.000424989	0.000318742	0.000212495
OTU_66	0.000637484	0.000531237	0.000743731	0.00159371	0.000849979	0.001274968	0.000424989	0.000531237	0.000637484	0.000637484	0.000424989	0.000849979	0.000424989	0.000531237	0.001062473	0.000424989	0.000424989	0.000531237	0.000637484	0.000849979	0.000956226	0.000212495	0.001168721	0.001062473	0.000531237	0.001806205	0.000531237	0.000318742	0.000531237	0.000956226	0.000318742	0.000849979	0.000424989	0.000849979	0.000424989	0.000212495	0.000106247	0.000318742	0.000318742	0.000106247
OTU_67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_68	0.000424989	0.000424989	0.000106247	0.000318742	0.000212495	0.000531237	0.000424989	0.000106247	0.000106247	0.000212495	0.000318742	0	0.000212495	0.000424989	0.000531237	0.000212495	0.000318742	0.000212495	0.000531237	0.000212495	0.000318742	0.000424989	0.000637484	0.000212495	0.000212495	0.000424989	0.000106247	0.000424989	0.000106247	0.000424989	0.000212495	0.000212495	0.000531237	0.000424989	0.000212495	0.000106247	0.000212495	0	0	0.000424989
OTU_69	0.000106247	0.000106247	0	0	0	0.000106247	0.000212495	0	0	0	0	0	0.000106247	0	0	0	0.000106247	0	0	0	0	0	0.000212495	0	0	0.000212495	0.000212495	0	0	0.000318742	0.000106247	0.000106247	0	0.000212495	0	0	0.000106247	0.000212495	0	0
OTU_70	0.000318742	0.000318742	0.000106247	0.000424989	0.000424989	0.000424989	0.000531237	0.000424989	0.000212495	0.000318742	0.000318742	0.000424989	0.000106247	0.000424989	0.000424989	0.000106247	0.000743731	0.000318742	0.000318742	0.000531237	0.000849979	0.000424989	0.00159371	0.000637484	0.000637484	0.000637484	0.000531237	0.000212495	0.000318742	0.000743731	0.000424989	0.000637484	0.001487463	0.00159371	0.000531237	0.000743731	0.001168721	0.0020187	0.001912452	0.000849979
OTU_71	0.003824904	0.000637484	0.018168296	0.003399915	0.010624734	0.014768381	0.014980875	0.005099873	0.018593285	0.025711857	0.000531237	0.027093073	0.004037399	0.004887378	0.019124522	0.034742881	0.002443689	0.000956226	0.003081173	0.001699958	0.001806205	0.000743731	0.002549936	0.002443689	0.000424989	0.000318742	0.000318742	0.000212495	0.000743731	0.000637484	0.000424989	0.001806205	0.000637484	0.000531237	0.000212495	0.000424989	0.000637484	0.000956226	0.000956226	0.000531237
OTU_72	0.000212495	0.000212495	0.000106247	0.000318742	0.000106247	0	0.000212495	0	0	0.000318742	0.000106247	0	0	0.000106247	0.000106247	0.000106247	0.000531237	0.000106247	0.000318742	0.000424989	0.000318742	0.000106247	0.000318742	0.000106247	0	0.000106247	0.000106247	0	0.000106247	0.000106247	0.000106247	0.000212495	0.000212495	0.000531237	0.000106247	0.000106247	0.000212495	0.000212495	0.000318742	0
